user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length","[1154, 1153, 1155]",1156,"['<a_251><b_198><c_114>', '<a_251><b_198><c_140>', '<a_251><b_198><c_9>']",<a_251><b_198><c_132>
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length","[1154, 1153, 1155, 1156]",1157,"['<a_251><b_198><c_114>', '<a_251><b_198><c_140>', '<a_251><b_198><c_9>', '<a_251><b_198><c_132>']",<a_251><b_198><c_238>
A1959,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length","[1154, 1153, 1155, 1156, 1157]",1158,"['<a_251><b_198><c_114>', '<a_251><b_198><c_140>', '<a_251><b_198><c_9>', '<a_251><b_198><c_132>', '<a_251><b_198><c_238>']",<a_251><b_198><c_188>
A1396,"['Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",[257],130,['<a_165><b_107><c_20>'],<a_202><b_52><c_171>
A5443,"['E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz']","E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz",[2050],2050,['<a_165><b_221><c_145>'],<a_165><b_221><c_145>
A2306,"['Sparco Compact Luggage Cart, 150 lbs, Capacity, Open 14-3/4 x 13-3/4 x 35 Inches, CE (SPR01753)']",Uranium Ore,[1176],271,['<a_210><b_116><c_2>'],<a_153><b_209><c_30>
A296,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_197><b_159><c_82>'],<a_197><b_159><c_82>
A5303,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_197><b_159><c_82>'],<a_197><b_159><c_82>
A2962,"['Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[130],1089,['<a_202><b_52><c_171>'],<a_197><b_159><c_82>
A2962,"['Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[130, 1089]",1089,"['<a_202><b_52><c_171>', '<a_197><b_159><c_82>']",<a_197><b_159><c_82>
A5302,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_197><b_159><c_82>'],<a_197><b_159><c_82>
A5301,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_197><b_159><c_82>'],<a_197><b_159><c_82>
A4533,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_197><b_171><c_190>'],<a_197><b_171><c_190>
A5300,['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush'],Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,[1089],1089,['<a_197><b_159><c_82>'],<a_197><b_159><c_82>
A924,"['2-P10KIT Available 2-P10 Adhesive Kit, Clear']",Philips Sonicare HX6732/02 HealthyWhite R732 Rechargeable Electric Toothbrush (Packaging may vary),[1284],1253,['<a_99><b_190><c_233>'],<a_197><b_159><c_235>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",[117],257,['<a_165><b_107><c_44>'],<a_165><b_107><c_20>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Glue Adhesive, 2-Ounces #50001","[117, 257]",205,"['<a_165><b_107><c_44>', '<a_165><b_107><c_20>']",<a_197><b_32><c_196>
A49,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown', 'Gorilla Glue Adhesive, 2-Ounces #50001']",Oreck Commercial PKBB12DW Super Compact Canister Advanced Filtration Disposable Bags (Pack of 12),"[117, 257, 205]",308,"['<a_165><b_107><c_44>', '<a_165><b_107><c_20>', '<a_197><b_32><c_196>']",<a_24><b_18><c_77>
A403,['Stanley 93-301 14-Inch Yellow Panel Carry Handle'],Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly,[986],1370,['<a_87><b_161><c_199>'],<a_210><b_229><c_97>
A5301,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_197><b_159><c_82>', '<a_197><b_159><c_82>']",<a_24><b_155><c_211>
A2303,['Philips Sonicare HX6732/02 HealthyWhite R732 Rechargeable Electric Toothbrush (Packaging may vary)'],Oral-B Pc Bn Oral-B Elec. Toothbrush,[1253],1090,['<a_197><b_159><c_235>'],<a_24><b_155><c_211>
A296,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_197><b_159><c_82>', '<a_197><b_159><c_82>']",<a_24><b_155><c_211>
A2049,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_197><b_159><c_149>'],<a_197><b_159><c_149>
A403,"['Stanley 93-301 14-Inch Yellow Panel Carry Handle', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly']","Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)","[986, 1370]",152,"['<a_87><b_161><c_199>', '<a_210><b_229><c_97>']",<a_228><b_113><c_68>
A1530,"['UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",[1808],1809,['<a_17><b_62><c_84>'],<a_79><b_114><c_108>
A22,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', ""Grizzly G9849 Magnetic Base/Dial Indicator Combo - President's Special"", 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)']","Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base","[117, 118, 119, 119, 119, 119]",120,"['<a_165><b_107><c_44>', '<a_104><b_118><c_176>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>']",<a_229><b_99><c_27>
A3453,"['110 Copper Sheet, Unpolished (Mill) Finish, ASTM B152, 0.032"" Thickness, 12"" Width, 24"" Length']","Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length",[1311],107,['<a_251><b_221><c_21>'],<a_17><b_62><c_60>
A3453,"['110 Copper Sheet, Unpolished (Mill) Finish, ASTM B152, 0.032"" Thickness, 12"" Width, 24"" Length', 'Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length']","Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length","[1311, 107]",108,"['<a_251><b_221><c_21>', '<a_17><b_62><c_60>']",<a_17><b_62><c_1>
A1245,['Arctic Silver 5 AS5-3.5G Thermal Paste'],Arctic Silver 5 AS5-3.5G Thermal Paste,[395],395,['<a_79><b_24><c_40>'],<a_79><b_24><c_40>
A2049,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1095, 1095]",1090,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>']",<a_24><b_155><c_211>
A5300,"['Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']",Oral-B Pc Bn Oral-B Elec. Toothbrush,"[1089, 1089]",1090,"['<a_197><b_159><c_82>', '<a_197><b_159><c_82>']",<a_24><b_155><c_211>
A5276,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_197><b_159><c_149>'],<a_197><b_159><c_149>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",[117],117,['<a_165><b_107><c_44>'],<a_165><b_107><c_44>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown","[117, 117]",117,"['<a_165><b_107><c_44>', '<a_165><b_107><c_44>']",<a_165><b_107><c_44>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown","[117, 117, 117]",272,"['<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_44>']",<a_165><b_107><c_21>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown']","Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown","[117, 117, 117, 272]",257,"['<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_21>']",<a_165><b_107><c_20>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Glue Adhesive, 2-Ounces #50001","[117, 117, 117, 272, 257]",205,"['<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_21>', '<a_165><b_107><c_20>']",<a_197><b_32><c_196>
A48,"['Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown', 'Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown', 'Gorilla Glue Adhesive, 2-Ounces #50001']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)","[117, 117, 117, 272, 257, 205]",273,"['<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_44>', '<a_165><b_107><c_21>', '<a_165><b_107><c_20>', '<a_197><b_32><c_196>']",<a_165><b_107><c_4>
A3397,"['NTE Electronics HS-ASST-2 Thin Wall Heat Shrink Tubing Kit, Black, Assorted Dia, 2-1/2"" Length, 158 Pieces']",Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge,[2024],938,['<a_228><b_46><c_221>'],<a_71><b_70><c_42>
A2305,['Philips Sonicare Xtreme e3000 Power Toothbrush (Orange)'],Uranium Ore,[2360],271,['<a_24><b_203><c_196>'],<a_153><b_209><c_30>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",[1095],1095,['<a_197><b_159><c_149>'],<a_197><b_159><c_149>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095]",1095,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>']",<a_197><b_159><c_149>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[1095, 1095, 1095]",1089,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>']",<a_197><b_159><c_82>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089]",1095,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_82>']",<a_197><b_159><c_149>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089, 1095]",1095,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_82>', '<a_197><b_159><c_149>']",<a_197><b_159><c_149>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']","Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack","[1095, 1095, 1095, 1089, 1095, 1095]",1095,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_82>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>']",<a_197><b_159><c_149>
A5275,"['Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack', 'Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack']",Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,"[1095, 1095, 1095, 1089, 1095, 1095, 1095]",1089,"['<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_82>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>', '<a_197><b_159><c_149>']",<a_197><b_159><c_82>
A835,"['Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, Enamel-safe, Achieve professional-level teeth whitening (Mint Flavor)']","Tom's of Maine Natural Antiplaque,Tartar Control and Whitening Toothpaste, Fennel, 6-Ounce Tubes (Pack of 6)",[947],2136,['<a_66><b_182><c_150>'],<a_197><b_137><c_51>
A835,"['Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, Enamel-safe, Achieve professional-level teeth whitening (Mint Flavor)', ""Tom's of Maine Natural Antiplaque,Tartar Control and Whitening Toothpaste, Fennel, 6-Ounce Tubes (Pack of 6)""]","Mentadent Fluoride Toothpaste Advanced Whitening Refreshing Mint , 2 Refills Each 5.25 Oz (Pack of 2) 21 Oz Total","[947, 2136]",2137,"['<a_66><b_182><c_150>', '<a_197><b_137><c_51>']",<a_66><b_198><c_95>
A1658,"['Lutron 822-A Fully Digital EMF Meter (Wide Range, High Resolution)']","Lutron 822-A Fully Digital EMF Meter (Wide Range, High Resolution)",[2857],2857,['<a_36><b_101><c_192>'],<a_36><b_101><c_192>
A2305,"['Philips Sonicare Xtreme e3000 Power Toothbrush (Orange)', 'Uranium Ore']",Philips Sonicare Xtreme e3000 Power Toothbrush (Orange),"[2360, 271]",2360,"['<a_24><b_203><c_196>', '<a_153><b_209><c_30>']",<a_24><b_203><c_196>
A3611,"['Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes']","Primacare DS-9290-BK Classic Series Adult Dual-Head Stethoscope, 22"" PVC Tubing Length, Black",[178],1467,['<a_224><b_17><c_207>'],<a_180><b_159><c_179>
A4801,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_197><b_171><c_190>'],<a_197><b_171><c_190>
A923,['Uranium Ore'],"3M Vinyl Duct Tape, Red, 2-Inch by 50-Yard",[271],1673,['<a_153><b_209><c_30>'],<a_202><b_131><c_121>
A47,"['Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown']","Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",[257],117,['<a_165><b_107><c_20>'],<a_165><b_107><c_44>
A1082,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_197><b_171><c_190>'],<a_197><b_171><c_190>
A601,['Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit'],Milwaukee 0490-22 4-Volt Lithium-Ion Screwdriver Kit,[1858],1858,['<a_197><b_171><c_190>'],<a_197><b_171><c_190>
A2266,"['UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",[1808],1809,['<a_17><b_62><c_84>'],<a_79><b_114><c_108>
